1	AGL
2	API5
4	ARF4
5	ARPC5
6	BCAP31
9	CD81
10	CISD2
11	COPZ1
14	CYSTM1
15	DCTN3
17	EEF1D
19	FUNDC2
21	IDH2
23	IDH3B
25	LAMTOR1
28	MRAS
30	MYL6
31	SNU13
32	NME3
33	OAT
37	PGRMC2
38	PLGRKT
39	PSIP1
40	PSMD8
42	PTPMT1
43	RAB11B
44	RAB18
45	RAB7A
46	RAP1B
47	REEP6
49	RPL10A
50	RPL11
55	RPL22
58	RPL27
59	RPL31
60	RPL35
61	RPL35A
64	RPL7
67	RPL9
69	RPS13
70	RPS14
71	RPS15A
72	RPS16
73	RPS18
74	RPS19
75	RPS2
77	RPS4X
79	RPS7
81	RPS9
82	S100B
83	SAR1A
84	SEC22B
85	SEC61B
86	SEPTIN7
87	SKP1
88	SLC25A1
89	SNRPD1
90	SNRPD2
91	SNRPD3
92	SNRPE
93	SNX3
94	SRSF7
95	SSR4
97	SYNGR2
98	TMED10
99	TMED5
100	TMED9
101	TMEM109
102	TSN
16	DIABLO
36	PDCD10
51	RPL13
52	RPL13A
53	RPL14
54	RPL18
62	RPL36
65	RPL7A
66	RPL8
78	RPS6
80	RPS8
3	APOD
7	A0A087X082
8	CCT5
13	CYB5R3
18	FH
20	GFM1
22	IDH3A
24	KPNA4
27	MIEN1
29	MMUT
35	E5KLJ5
48	RHOG
76	RPS3
103	UFL1
12	CTTN
26	LRRC47
34	OLA1
41	PTP4A1
56	RPL23A
68	RPLP2
96	SURF1
57	RPL24
63	RPL4
