1	AARSD1
3	AP3S1
4	APOO
8	ATP5F1C
9	ATP5PB
12	ATP5MG
30	CHP1
34	COA3
36	COPS4
39	COX4I1
42	COX6C
43	COX7A2
44	COX7A2L
56	FAM162A
64	GOLGA7B
67	IGSF21
73	MAPRE3
75	MFF
79	MT-CO2
84	NDUFA12
85	NDUFA13
87	NDUFA5
88	NDUFA6
89	NDUFA9
91	NDUFB10
92	NDUFB11
93	NDUFB3
94	NDUFB4
95	NDUFB5
96	NDUFB8
98	NDUFC2
99	NDUFS3
100	NDUFS7
101	NDUFS8
102	NIPSNAP1
104	PGAM5
109	PSMC2
111	PTGES2
119	ROGDI
124	SFXN1
126	SNAP25
129	STX1A
131	SYNGR1
132	SYNGR3
139	TMEM65
140	TOMM20
145	UQCR10
2	ABI2
5	ARF6
6	ARPC3
7	ARPC5L
10	ATP5PD
13	H0Y750
15	ATP6V1D
17	FAM241B
20	MAIP1
21	C3
22	C6orf136
23	CA4
27	CHCHD3
28	CHCHD6
29	CHMP6
33	CNDP2
37	COPS7A
40	COX5A
45	J3KNF8
47	CYC1
48	DBN1
49	DCLK1
50	DNAJB6
51	DNAJC5
55	EPB41L2
58	FIS1
62	NIPSNAP2
66	HRAS
70	LIN7A
71	LRRC57
74	MBLAC2
82	NAPA
86	NDUFA4
106	PHB
107	PIN1
110	PSMD13
112	NECTIN1
113	MICOS13
114	RALB
115	RAN
116	RAP2A
118	REEP5
121	SDR39U1
127	SNAP29
137	TMEM11
138	TMEM126A
143	TTYH1
147	VAMP1
148	VAMP2
149	VAPA
150	VAPB
151	VAT1
158	YARS
159	YWHAG
11	ATP5MF
14	ATP6V0C
16	BAIAP2
18	C19orf12
25	CD99L2
26	CDK5
31	CISD1
35	A0A087X0I4
41	COX5B
46	CYB5R1
52	DPM1
54	EIF4A1
59	FKBP4
60	FUNDC1
61	GANAB
63	GNG3
65	HINT3
68	ISYNA1
69	KATNAL2
72	LY6H
76	MLF2
78	MRPL12
80	MTURN
81	MYL6B
83	NAPB
90	NDUFAF3
97	NDUFB9
103	PCYT2
105	PGRMC1
117	RAP2B
120	RPS10
123	SERPINA3
125	SHISA4
130	STXBP6
133	TAGLN3
134	ELOC
135	THY1
136	TIMM8A
146	UQCRQ
153	VCP
154	VDAC1
155	VDAC2
156	VDAC3
157	WDR61
24	CARS
32	CLVS2
53	EEF1E1
57	FAM169A
108	PRAF2
144	UQCC2
152	VAT1L
38	COQ7
142	TRAPPC5
19	STUM
122	SERPINA1
128	STAM
141	TPD52L1
